Postcode,Number of individuals lodging an income tax return,Count taxable income or loss,Average taxable income or loss,Median taxable income or loss,Proportion with salary or wages,Count salary or wages,Average salary or wages,Median salary or wages,Proportion with net rent,Count net rent,Average net rent,Median net rent,Count total income or loss,Average total income or loss,Median total income or loss,Count total deductions,Average total deductions,Median total deductions,Proportion with total business income,Count total business income,Average total business income,Median total business income,Proportion with total business expenses,Count total business expenses,Average total business expenses,Median total business expenses,Proportion with net tax,Count net tax,Average net tax,Median net tax,Count total super member accounts balance,Average total super member accounts balance,Median total super member accounts balance
2120,12986,12986,68726,50406,0.77,9941,74863,60216,0.2,2603,-1362,-917,12986,71312,52770,12986,2534,658,0.08,1070,81823,27132,0.08,1017,55714,10595,0.74,9638,23680,15210,14919,169922,71085
2121,18629,18629,64052,44409,0.75,13946,68216,54992,0.25,4671,-2133,-1705,18629,66458,46505,18629,2318,483,0.08,1530,255719,24787,0.07,1396,250387,9900,0.71,13207,22922,13865,19677,169680,44956
2122,19754,19754,54855,40038,0.75,14758,59306,49798,0.24,4726,-570,-1006,19754,56960,41906,19754,2024,410,0.09,1792,85536,26976,0.08,1646,66137,11443,0.69,13638,18325,11572,21513,129487,31812
2125,11129,11129,79247,50523,0.75,8354,78449,57788,0.26,2915,-2175,-1197,11129,82600,52876,11129,3254,635,0.08,858,128182,36076,0.07,817,86409,15558,0.74,8239,30437,16129,12151,233800,77800
2126,12051,12051,67281,48157,0.77,9299,74254,58535,0.26,3176,-3686,-2582,12051,69923,50407,12051,2587,650,0.08,908,120574,27480,0.07,854,101092,11969,0.74,8858,23437,14745,13025,174967,65154
2127,10329,10329,62634,52715,0.85,8763,67801,59820,0.19,1997,-4691,-3882,10329,65238,55205,10329,2524,784,0.1,1018,63085,26652,0.09,944,41974,11118,0.79,8116,18954,13781,10737,85448,31692
2128,1380,1380,49961,43442,0.8,1100,54397,50950,0.14,197,-1768,-2248,1380,51821,45224,1380,1825,514,0.14,194,105916,35410,0.14,187,85691,16828,0.77,1056,13266,9560,1579,50662,19993
2129,69,69,66944,48067,0.81,56,56056,46722,0.13,9,-4316,-2756,69,71157,51252,69,4213,772,0.14,10,48472,39812,0.14,10,22000,13081,0.87,60,16344,10756,86,51172,23496
2130,4854,4854,72852,56677,0.85,4138,72183,60093,0.17,808,689,-504,4854,75491,58828,4854,2619,808,0.11,531,67368,24860,0.1,491,34607,10211,0.83,4030,22500,13961,5963,127106,45335
2131,15600,15600,53554,41827,0.83,12925,54785,46617,0.14,2241,868,-244,15600,55332,43340,15600,1759,494,0.1,1524,81009,23100,0.09,1361,62645,10388,0.74,11562,15911,9850,18137,81758,20960
2132,6387,6387,63762,47437,0.77,4935,66171,53763,0.25,1574,1205,-221,6387,66199,49748,6387,2382,634,0.1,608,75955,31175,0.09,563,51827,14774,0.76,4838,20501,12683,7455,121952,41608
2133,6416,6416,59179,46880,0.8,5142,61838,53096,0.22,1411,1182,0,6416,61599,48781,6416,2363,743,0.11,726,87704,33258,0.11,696,63046,14062,0.77,4963,17506,11682,7535,108272,44682
2134,9633,9633,49748,34766,0.78,7468,50110,40150,0.21,2042,339,-230,9633,51656,36120,9633,1807,330,0.09,856,85582,26973,0.08,749,62277,10835,0.68,6533,16450,8748,11139,75089,11110
2135,17641,17641,66012,41362,0.79,13938,55150,42959,0.22,3871,2200,712,17641,68696,43055,17641,2619,405,0.09,1585,259407,37478,0.08,1434,221014,17426,0.73,12897,23929,10841,19887,154536,15082
2136,4693,4693,57076,44053,0.78,3671,60256,50607,0.23,1077,1131,-100,4693,59410,46325,4693,2313,631,0.11,496,91343,35156,0.1,471,64276,16589,0.75,3525,17240,11273,5318,102203,36481
2137,17168,17168,75074,52350,0.77,13279,73551,58719,0.26,4426,1026,-203,17168,78322,54840,17168,3115,750,0.09,1586,146899,35564,0.09,1517,110366,14698,0.77,13304,26236,14756,18997,186637,60016
2138,11871,11871,62319,46343,0.82,9696,65275,53564,0.22,2615,-3303,-2799,11871,64686,48502,11871,2283,567,0.09,1047,88348,24968,0.08,959,66134,10848,0.74,8823,20783,12455,12950,93537,24421
2140,10799,10799,50133,41975,0.85,9220,53179,47244,0.14,1485,-3145,-2892,10799,51956,43650,10799,1731,519,0.1,1047,76315,24000,0.09,925,62188,8342,0.75,8055,13989,9644,11770,55879,15011
2141,17122,17122,44740,35770,0.79,13511,48462,42130,0.17,2926,-1223,-936,17122,46313,37010,17122,1535,378,0.11,1954,60547,32082,0.1,1777,40024,12839,0.71,12149,12079,7808,19343,59134,15687
2142,14041,14041,43919,37493,0.83,11645,47104,42483,0.12,1638,-2340,-2022,14041,45648,39045,14041,1710,535,0.13,1826,54353,29818,0.12,1687,37656,12937,0.73,10194,11151,7790,16193,43260,12731
2143,4858,4858,45722,38320,0.79,3849,50548,45014,0.17,823,-757,-700,4858,47548,39734,4858,1811,534,0.12,584,91949,30210,0.11,546,78896,13657,0.73,3530,12039,8224,5422,71621,24166
2144,20085,20085,37684,30730,0.75,15112,40876,36022,0.11,2255,21,-439,20085,39066,31829,20085,1367,320,0.19,3757,53516,32520,0.17,3435,35412,13796,0.67,13527,9045,5634,22099,35483,7709
2145,45189,45189,55358,47285,0.84,37945,59711,53591,0.18,7950,-2749,-2340,45189,57708,49285,45189,2315,802,0.09,4004,72667,27401,0.08,3812,53160,12419,0.77,34928,15604,11445,51198,83203,31763
2146,10255,10255,53252,46528,0.85,8713,57511,52450,0.16,1671,-2626,-2538,10255,55317,48441,10255,2043,815,0.09,892,73209,24447,0.08,858,57315,10637,0.78,7954,14297,10832,11839,88023,38836
2147,20143,20143,54103,47256,0.85,17101,58105,52880,0.15,3087,-2694,-2029,20143,56310,49371,20143,2185,853,0.09,1718,62588,26866,0.08,1656,43955,11510,0.78,15655,14646,11082,23826,97274,44584
2148,35816,35816,49049,44402,0.86,30736,52553,49140,0.12,4362,-2056,-2112,35816,51071,46200,35816,1997,818,0.1,3430,57749,27904,0.09,3237,40755,12510,0.77,27676,12368,9524,41480,65854,27247
2150,21735,21735,52675,44971,0.87,18989,55628,50228,0.11,2326,-2901,-3144,21735,54396,46656,21735,1693,583,0.08,1796,55911,22476,0.08,1631,40114,9162,0.76,16458,14787,10808,24352,43719,12251
2151,12426,12426,57940,47700,0.81,10065,62120,54706,0.19,2377,-2150,-1686,12426,60367,49808,12426,2359,730,0.09,1151,140103,25434,0.09,1099,124392,11250,0.76,9471,17211,12198,14047,116124,42690
2152,6648,6648,59958,50440,0.8,5339,65477,59374,0.17,1117,-2378,-1871,6648,62435,52714,6648,2460,860,0.09,604,79042,25584,0.09,580,56920,11796,0.77,5135,17764,13264,7409,119798,54370
2153,35652,35652,64558,50507,0.8,28354,69623,59130,0.24,8533,-2895,-2063,35652,67190,52802,35652,2574,743,0.09,3039,89071,29230,0.08,2886,61909,12994,0.76,27045,20832,14289,39300,147949,65997
2154,24929,24929,69767,48979,0.76,18982,72750,57294,0.24,6060,-2967,-2151,24929,72760,51315,24929,2900,704,0.08,1925,101774,31293,0.07,1812,71716,13034,0.74,18502,24479,14420,26981,181327,66405
2155,34913,34913,68262,54900,0.85,29570,71585,61221,0.22,7813,-5507,-3975,34913,71245,57406,34913,2925,994,0.08,2874,88244,31292,0.08,2783,62699,14486,0.8,27836,21284,14977,37328,118248,59765
2156,8878,8878,82028,49358,0.71,6342,70958,51617,0.23,2034,1065,-120,8878,85336,52030,8878,3235,553,0.08,694,142345,39680,0.08,667,104612,17693,0.75,6659,31525,15047,9359,269634,81003
2157,2421,2421,65369,42916,0.71,1722,61536,47006,0.19,464,3022,2342,2421,67976,45306,2421,2499,514,0.11,261,112153,50516,0.1,252,85546,24816,0.74,1790,22600,11578,2585,162683,56014
2158,5690,5690,85650,50209,0.73,4132,73413,52734,0.23,1322,2370,74,5690,90262,52556,5690,4544,542,0.09,495,155480,38055,0.08,478,129874,17306,0.76,4320,32992,14582,6122,242144,64203
2159,3324,3324,73327,45893,0.71,2349,70905,50100,0.21,702,2116,1518,3324,76795,48696,3324,2906,576,0.11,361,116118,38590,0.11,350,82917,19305,0.75,2477,26700,13174,3505,221172,70272
2160,18765,18765,45624,38517,0.78,14718,49491,44811,0.15,2758,-273,-858,18765,47590,40039,18765,1932,575,0.14,2698,59172,33598,0.14,2546,40528,15152,0.73,13701,11777,8206,21058,60446,18626
2161,14035,14035,44431,37604,0.77,10822,48627,44650,0.14,1900,-769,-950,14035,46346,39246,14035,1880,565,0.15,2102,69504,36770,0.14,2003,49787,16397,0.73,10218,11169,7794,16057,54769,18175
2162,8549,8549,45880,38936,0.78,6692,49900,45438,0.15,1308,61,-274,8549,47750,40675,8549,1835,580,0.12,987,71183,38955,0.11,939,49253,18119,0.73,6203,11867,8348,9857,73412,23927
2163,3835,3835,41024,36624,0.81,3113,43957,41633,0.11,406,-1249,-1488,3835,42756,38019,3835,1701,550,0.12,454,59759,31084,0.11,420,42694,14196,0.71,2726,9749,6907,4806,44244,12943
2164,9549,9549,50647,42546,0.81,7724,52188,47608,0.17,1635,1253,-402,9549,52830,44804,9549,2136,806,0.1,944,76392,39140,0.1,922,53618,18521,0.76,7294,13437,9467,11067,84148,31617
2165,17067,17067,44541,38471,0.81,13860,46850,43605,0.15,2581,109,-591,17067,46376,40075,17067,1814,620,0.11,1859,81814,38400,0.1,1784,62113,17658,0.72,12369,11268,7972,20207,53886,18421
2166,24349,24349,42996,37435,0.83,20139,44922,41342,0.15,3743,262,-493,24349,44667,38751,24349,1639,520,0.09,2099,95614,39823,0.08,2004,76804,19430,0.71,17279,10765,7570,29524,45593,15258
2167,5475,5475,53129,47512,0.87,4767,57307,52724,0.16,874,-2867,-2350,5475,55390,49693,5475,2258,971,0.08,434,47641,26504,0.08,418,30481,13192,0.79,4333,13833,10705,6258,75364,35564
2168,19167,19167,46804,42195,0.86,16396,50038,46604,0.13,2452,-2311,-1990,19167,48949,44222,19167,2124,895,0.09,1681,72222,40329,0.08,1626,51626,19864,0.77,14776,11250,8499,23377,56150,22219
2170,51303,51303,51139,44282,0.83,42729,54556,49851,0.15,7617,-1490,-1922,51303,53521,46369,51303,2355,899,0.1,5234,84672,35655,0.1,5037,64098,17383,0.77,39594,13400,9673,59506,74069,30581
2171,20391,20391,56360,48668,0.85,17337,59215,53477,0.2,3993,-2114,-2256,20391,59165,51139,20391,2720,1186,0.09,1870,86798,37243,0.09,1807,64360,17808,0.81,16549,14963,10910,21972,82058,41334
2172,1660,1660,71593,58031,0.86,1431,70272,62068,0.3,504,-3087,-2614,1660,74573,61899,1660,2969,1193,0.07,109,303223,41224,0.06,102,297163,19608,0.81,1346,22430,15891,1791,178151,81187
2173,8556,8556,59669,53512,0.89,7634,62875,58814,0.19,1656,-4337,-3093,8556,62378,55728,8556,2689,1238,0.07,604,75728,28368,0.07,584,55855,13762,0.82,7004,16202,12880,9544,108472,58356
2174,2387,2387,60526,53557,0.88,2092,64220,58812,0.19,458,-5125,-3868,2387,63244,56517,2387,2686,1265,0.08,197,62374,36775,0.08,189,39021,17518,0.83,1971,16664,12653,2355,64780,37418
2175,1112,1112,64229,46970,0.73,812,57081,49342,0.28,311,5709,2478,1112,67023,49338,1112,2754,704,0.1,110,135404,49824,0.1,106,105595,28812,0.77,859,20407,11384,1213,155208,39846
2176,24102,24102,51269,43356,0.81,19594,53451,48326,0.21,4977,922,-153,24102,53504,45376,24102,2195,824,0.09,2161,107942,41910,0.09,2085,84197,19930,0.77,18459,13626,9619,27337,84034,32581
2177,7805,7805,48330,42487,0.85,6624,51064,46914,0.17,1353,-1178,-997,7805,50367,44524,7805,2003,820,0.08,655,82799,41461,0.08,628,64258,20572,0.77,5972,12097,8944,9152,61019,24669
2178,2204,2204,63231,46721,0.75,1656,54016,46400,0.26,582,4094,2295,2204,65975,49430,2204,2582,636,0.1,217,192957,45035,0.1,211,166203,23438,0.78,1721,19693,11410,2388,185381,35309
2179,3273,3273,56990,46145,0.78,2544,54864,50000,0.19,637,3527,948,3273,59601,48468,3273,2535,851,0.1,342,75982,30250,0.1,334,54606,16964,0.77,2536,16553,10762,3600,105256,35668
2190,11555,11555,46618,36928,0.75,8683,50287,43352,0.16,1817,808,-482,11555,48700,38589,11555,2053,530,0.15,1789,78961,40821,0.15,1711,58859,21584,0.72,8319,12561,8011,13139,63641,19681
2191,3341,3341,54981,43805,0.78,2611,57955,49698,0.21,718,1149,-354,3341,57274,45508,3341,2252,700,0.11,377,78328,40536,0.11,367,55410,17300,0.77,2568,15504,10272,3745,92630,36068
2192,7003,7003,46619,39154,0.8,5586,49765,44881,0.15,1030,2098,444,7003,48525,41019,7003,1878,600,0.13,909,60019,34774,0.12,851,41500,15827,0.74,5215,11888,8222,8388,57776,20462
2193,9916,9916,58677,46399,0.82,8085,60957,52153,0.19,1844,1283,-8,9916,60953,48409,9916,2249,698,0.11,1117,68763,27569,0.1,1030,46834,11471,0.77,7599,17580,11581,11314,104882,38530
2194,13883,13883,42621,35971,0.8,11103,45412,41052,0.14,1990,410,-716,13883,44134,37000,13883,1472,395,0.12,1730,63081,30983,0.11,1585,46143,12515,0.71,9836,10923,7177,16111,44159,13377
2195,12659,12659,41139,31594,0.78,9822,42744,39100,0.09,1081,10,-597,12659,42737,33078,12659,1583,490,0.2,2469,62987,33501,0.19,2373,49476,18017,0.67,8512,11438,6378,15256,36117,10304
2196,15602,15602,45565,37744,0.78,12141,49458,44116,0.16,2439,594,-218,15602,47593,39422,15602,1991,610,0.14,2252,68528,35918,0.14,2147,51013,18915,0.73,11314,11856,8074,18053,62370,21039
2197,4215,4215,47854,39302,0.79,3328,51738,45690,0.16,667,428,-253,4215,50281,40882,4215,2147,701,0.14,572,74200,40385,0.13,552,53046,19398,0.74,3112,12678,8528,4848,75882,25825
2198,4467,4467,52007,40795,0.77,3442,55074,47542,0.18,812,612,-60,4467,54311,42714,4467,2263,700,0.1,454,89060,40024,0.1,444,62878,20076,0.73,3273,15151,9630,5124,112488,45328
2199,8264,8264,45717,38656,0.79,6545,49811,44620,0.16,1308,47,-664,8264,47704,40126,8264,1968,605,0.12,985,82538,35276,0.11,947,63544,17702,0.72,5974,11906,8415,9493,65469,22483
2200,21143,21143,44708,37109,0.79,16786,47909,43005,0.15,3103,472,-692,21143,46676,38736,21143,1936,563,0.13,2778,71958,35510,0.13,2664,53376,18442,0.72,15200,11601,7920,24399,55480,16879
2203,8590,8590,67575,54549,0.86,7378,69497,59153,0.16,1340,1012,-482,8590,70098,56874,8590,2498,933,0.12,1003,57935,22008,0.11,930,36357,9482,0.82,7045,20054,13641,10583,114042,48239
2204,16032,16032,64947,51956,0.86,13814,64629,55495,0.16,2541,2195,276,16032,67325,53886,16032,2341,826,0.12,1957,57463,23243,0.12,1844,35534,10195,0.82,13167,18925,12582,20408,91269,34640
2205,13322,13322,53023,42994,0.85,11355,55619,48500,0.15,1964,-2012,-2377,13322,55083,45132,13322,2011,620,0.11,1507,49457,22525,0.1,1322,35960,10180,0.75,10050,15199,10043,14793,62190,18221
2206,11327,11327,64396,49702,0.77,8727,64993,55190,0.26,2906,3911,1794,11327,67114,51745,11327,2617,807,0.11,1234,111148,33776,0.1,1174,86201,14920,0.79,8898,19847,12607,12657,126311,55771
2207,15964,15964,56027,44679,0.79,12609,58712,50715,0.21,3365,1398,167,15964,58283,46746,15964,2229,755,0.11,1721,83789,32960,0.1,1638,63882,15468,0.76,12076,16407,10711,18035,106299,42412
2208,7303,7303,56666,44099,0.77,5612,58936,50340,0.23,1664,2474,1160,7303,58866,45959,7303,2142,654,0.1,699,94743,36754,0.09,670,71472,16992,0.75,5479,16981,10984,8225,107900,43103
2209,9224,9224,51242,41256,0.78,7179,55316,48238,0.22,2002,388,-136,9224,53255,43079,9224,1959,557,0.09,876,147464,27469,0.09,815,132671,12025,0.72,6678,14943,9988,10427,93917,33835
2210,17585,17585,55741,42956,0.78,13724,58297,49484,0.19,3381,-194,-868,17585,57989,44882,17585,2195,646,0.1,1679,86348,31725,0.09,1587,65303,13653,0.74,12957,17025,10551,19754,125545,42955
2211,10077,10077,53858,45677,0.8,8093,58112,51616,0.19,1949,38,-452,10077,56093,47565,10077,2192,783,0.09,879,80003,30000,0.08,825,61696,14484,0.76,7651,15092,10906,11342,110825,46758
2212,8940,8940,53633,45822,0.83,7427,57512,51637,0.18,1623,-1594,-2005,8940,55835,47786,8940,2151,782,0.09,776,103357,31843,0.08,730,88905,14330,0.76,6837,14785,10821,10093,97412,41770
2213,12656,12656,58825,48604,0.83,10471,61690,53920,0.19,2433,-1305,-1255,12656,61307,50620,12656,2442,889,0.08,1015,102678,35390,0.08,969,79587,16418,0.78,9861,17063,12052,14470,127421,56858
2214,2366,2366,56967,47388,0.82,1946,58283,52878,0.16,370,-1080,-804,2366,59374,49664,2366,2361,903,0.07,164,95636,35808,0.07,159,70620,17841,0.77,1820,16493,11472,2782,137074,71083
2216,17927,17927,51558,42424,0.83,14819,53761,47253,0.16,2911,1300,-203,17927,53757,44370,17927,2157,670,0.11,1898,68884,26689,0.1,1722,51263,13109,0.75,13435,14441,9424,20999,72371,21866
2217,17355,17355,56033,45360,0.81,14140,57843,50102,0.18,3206,1467,-580,17355,58401,47439,17355,2290,754,0.09,1629,75106,31249,0.09,1526,53863,13900,0.76,13237,16302,10556,19341,96181,31271
2218,10311,10311,50054,41398,0.82,8498,53685,47441,0.18,1860,-1110,-771,10311,52028,43181,10311,1948,638,0.1,1046,111101,28692,0.09,959,97471,13827,0.74,7607,13946,9386,11640,83622,28170
2219,8077,8077,66263,49238,0.74,6011,65699,55397,0.24,1919,2599,862,8077,69386,51828,8077,3053,876,0.1,785,120723,34917,0.09,750,91123,16172,0.77,6233,21448,12680,8949,172761,60493
2220,20087,20087,45309,35834,0.79,15839,48593,41337,0.21,4247,-883,-1352,20087,47111,37206,20087,1700,390,0.09,1890,101985,29060,0.09,1723,87628,12085,0.69,13790,13115,8072,22500,72258,15563
2221,10438,10438,71605,47367,0.73,7592,66025,52000,0.29,2990,3022,376,10438,74918,49921,10438,3224,624,0.1,1000,190363,43710,0.09,946,145351,18396,0.76,7890,25493,12992,11119,190806,54372
2222,8021,8021,53171,42895,0.82,6569,55689,47763,0.18,1445,242,-779,8021,55206,44557,8021,2015,628,0.09,711,66337,26295,0.08,675,47849,10996,0.75,5991,15353,9881,8950,106782,33983
2223,13504,13504,68444,50223,0.79,10627,68878,56132,0.22,3036,626,-193,13504,71104,52477,13504,2619,779,0.08,1146,88415,28982,0.08,1080,57319,11936,0.77,10423,22653,13171,15004,179098,62051
2224,8727,8727,70637,47431,0.71,6217,67049,53780,0.24,2077,4015,998,8727,74323,49601,8727,3519,720,0.09,750,97438,38056,0.08,728,69210,17197,0.75,6555,24987,12807,9537,228589,67916
2225,3484,3484,77487,55096,0.8,2787,78015,60192,0.2,698,16,-268,3484,80615,57881,3484,3067,986,0.09,309,82572,27808,0.08,294,53184,12308,0.79,2739,26792,15982,3888,197046,89646
2226,7720,7720,70130,53140,0.81,6249,72339,59000,0.19,1454,-884,-827,7720,72918,55837,7720,2748,980,0.08,605,81320,28311,0.07,578,55669,10229,0.79,6081,22607,14183,8633,171213,82382
2227,9124,9124,68753,52176,0.81,7356,71264,57990,0.18,1604,-1217,-1228,9124,71685,54673,9124,2874,984,0.08,763,82750,32293,0.08,746,55983,13402,0.78,7123,22104,14160,10329,167771,77921
2228,11258,11258,65044,48976,0.78,8787,65511,54632,0.17,1910,298,-322,11258,68254,51296,11258,3131,879,0.09,998,82599,31213,0.09,964,57674,13815,0.77,8667,20822,12663,12471,150611,59582
2229,18219,18219,74623,51690,0.77,13962,71204,56735,0.19,3508,937,-387,18219,77929,54382,18219,3193,979,0.09,1559,119723,35079,0.08,1514,84779,15516,0.78,14170,25771,14146,20076,196522,72827
2230,19884,19884,80580,54788,0.78,15454,72261,58047,0.2,4037,1924,-138,19884,84339,58212,19884,3575,1080,0.1,1911,93424,32435,0.09,1842,64567,14014,0.8,15924,28105,14565,22454,218795,67548
2231,1341,1341,61613,48652,0.82,1099,63921,53518,0.19,250,208,-156,1341,64527,51217,1341,2887,1099,0.11,146,69642,31892,0.11,142,51928,16794,0.79,1061,18037,11904,1629,120561,57196
2232,20272,20272,63598,51318,0.82,16550,66966,58410,0.17,3404,-939,-1040,20272,66230,53810,20272,2585,940,0.09,1741,89497,30114,0.08,1665,66082,12723,0.78,15848,19294,13552,23037,147566,68942
2233,18177,18177,60538,50573,0.83,15023,65064,56891,0.15,2757,-1609,-1230,18177,63102,52877,18177,2548,1041,0.07,1314,123121,32550,0.07,1241,102610,14662,0.78,14212,17692,13060,20541,151394,80841
2234,20231,20231,66945,51978,0.82,16644,67846,56498,0.21,4201,-511,-650,20231,69941,54618,20231,2947,1000,0.08,1583,94388,33820,0.08,1526,66551,15130,0.8,16092,20650,13777,22312,174823,74905
2250,38668,38668,54054,43408,0.79,30540,55854,48472,0.12,4682,66,-572,38668,56503,45542,38668,2381,695,0.08,3258,89915,30558,0.08,3144,64560,13885,0.75,28825,15601,10159,43837,121309,49813
2251,18848,18848,56865,42559,0.75,14165,59479,48252,0.15,2738,445,-264,18848,59718,44702,18848,2808,738,0.1,1971,92574,33580,0.1,1902,66913,15281,0.73,13797,17496,10749,21089,146817,58961
2256,8131,8131,51823,41069,0.75,6134,54975,46706,0.14,1125,1534,80,8131,54062,42787,8131,2194,631,0.09,699,61108,27701,0.08,681,40195,12868,0.72,5817,15333,9699,9592,135731,51266
2257,15799,15799,50808,39730,0.74,11711,54352,45633,0.14,2204,1788,643,15799,53147,41711,15799,2282,630,0.1,1503,81290,32542,0.09,1470,59486,13784,0.71,11235,14823,9497,18614,133400,51793
2258,3191,3191,59213,46747,0.82,2615,57952,49698,0.14,452,436,-537,3191,61697,48736,3191,2469,769,0.08,260,100482,27473,0.08,250,61567,14691,0.77,2472,17493,10862,3698,139471,54341
2259,30966,30966,50509,42374,0.81,25192,53794,47220,0.12,3581,-306,-841,30966,52958,44437,30966,2405,862,0.08,2365,83822,34970,0.07,2294,62454,16481,0.75,23121,13682,9480,35684,98492,44626
2260,14981,14981,65253,45021,0.75,11259,62056,49358,0.17,2525,146,-163,14981,68593,47752,14981,3238,812,0.11,1609,144836,39301,0.11,1583,103554,16713,0.75,11183,21966,12196,16660,180420,61837
2261,31059,31059,49815,42189,0.81,25031,52691,46714,0.11,3442,35,-595,31059,52422,44583,31059,2553,950,0.08,2541,85298,35816,0.08,2453,63007,16594,0.75,23420,13096,9013,35840,105155,46704
2262,9960,9960,46282,40546,0.84,8337,49151,44485,0.08,840,-382,-559,9960,48553,42623,9960,2259,909,0.06,632,70334,37636,0.06,618,47783,18191,0.75,7449,11438,8198,11868,74168,35824
2263,11189,11189,46403,39666,0.79,8846,49135,43702,0.11,1176,1450,-262,11189,48662,41680,11189,2198,765,0.08,888,79402,35416,0.08,875,57574,15462,0.74,8230,11861,8026,13259,93486,36742
2264,7655,7655,49957,39695,0.75,5751,53674,46188,0.13,1032,326,-319,7655,52309,41651,7655,2313,667,0.08,605,84391,29664,0.08,580,64840,14340,0.71,5453,14293,9315,8751,124723,49897
2265,3189,3189,52819,42326,0.82,2613,53273,46409,0.15,464,-72,-340,3189,55686,44756,3189,2823,727,0.09,291,72564,27678,0.09,289,51974,12697,0.74,2350,15303,10138,3737,106235,45353
2267,1560,1560,51489,40081,0.72,1117,57361,47770,0.17,261,1379,181,1560,54293,42046,1560,2775,648,0.07,108,62153,38301,0.07,109,32351,14944,0.7,1091,15426,10008,1854,175470,74581
